PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC
198711080,1,B2676,HANSON FINANCE PLC,,UNITED KINGDOM,GBR,K64
198711081,1,B0082,AEROLEASE INTERNATIONAL INC,,UNITED STATES,USA,C28
198711081,2,B2693,HAWAIIAN AIR,,UNITED STATES,USA,H51
198711082,1,B0212,ALTOS COMPUTER SYSTEMS,,UNITED STATES,USA,C26
198711083,1,B0312,APPLIED ENERGY SERVICES INC,AES,UNITED STATES,USA,D35
198711083,2,B4959,SHADY POINT INC,,UNITED STATES,USA,D35
198711084,1,B0762,BASIN ELECTRIC FUNDING CORP,,UNITED STATES,USA,K64
198711085,1,B1078,CAPITAL HOLDING CORP,,UNITED STATES,USA,K64
198711086,1,B1715,DATA SWITCH CORP,,UNITED STATES,USA,C26
198711087,1,B1876,ECOLAB INC,,UNITED STATES,USA,E36
198711088,1,B2020,ENRON CORP,,UNITED STATES,USA,D35
198711089,1,B2102,EVERGREEN INTERNATIONAL AIRLINES INC,,UNITED STATES,USA,H51
198711090,1,B2105,EXIDE CORP,,UNITED STATES,USA,C30
198711091,1,B2105,EXIDE CORP,,UNITED STATES,USA,C30
198711092,1,B2154,FEDERAL EXPRESS LTD,,UNITED STATES,USA,H49
198711093,1,B2376,GENERAL ILLUMINATING CO,,UNITED STATES,USA,D35
198711094,1,B2702,HEALTH MANAGEMENT ASSOCIATES INC,HMA,UNITED STATES,USA,Q86
198711095,1,B2868,IBP INC,,UNITED STATES,USA,C22
198711096,1,B3009,INTERFIRST BANK (DELAWARE) INC,,UNITED STATES,USA,K64
198711097,1,B2993,INTEGRATED RESOURCES INC,,UNITED STATES,USA,N82
198711098,1,B3178,JOY TECHNOLOGIES INC,,UNITED STATES,USA,C28
198711099,1,B3450,LEVOLOR LORENTZEN INC,,UNITED STATES,USA,C24
198711100,1,B3729,MIDLANTIC FUNDING CORP,,UNITED STATES,USA,K64
198711101,1,B3733,MIDWAY AIRLINES,,UNITED STATES,USA,H51
198711102,1,B3811,MORGAN STANLEY GROUP INC,,UNITED STATES,USA,K64
198711103,1,B3940,NELLIE MAE INC,,UNITED STATES,USA,K64
198711104,1,B3979,NEWMONT MINING CORP,,UNITED STATES,USA,B07
198711105,1,B0006,900 NORTH MICHIGAN,,UNITED STATES,USA,G47
198711106,1,B4902,SCOTT AMERICA SA PTAS,,UNITED STATES,USA,
198711107,1,B4907,SDS BIOTECH CORP,,UNITED STATES,USA,C20
198711108,1,B4907,SDS BIOTECH CORP,,UNITED STATES,USA,C20
198711109,1,B5042,SITHE/ENERGIES GROUP,,UNITED STATES,USA,D35
198711110,1,B5042,SITHE/ENERGIES GROUP,,UNITED STATES,USA,D35
198711111,1,B5042,SITHE/ENERGIES GROUP,,UNITED STATES,USA,D35
198711112,1,B5617,TRAVELLERS MORTGAGE SERVICES INC,,UNITED STATES,USA,
198711113,1,B2242,WINTHROP FINANCIAL CO INV FIRST WINTHROP CORP,,UNITED STATES,USA,K64
198712001,1,B2798,HONGKONG BANK OF AUSTRALIA,,AUSTRALIA,AUS,K64
198712001,2,B5909,WARDLEY AUSTRALIA LTD,,AUSTRALIA,AUS,
198712002,1,B4595,QUEENSLAND DEVELOPMENT AUTHORITY,,AUSTRALIA,AUS,O84
198712003,1,B5212,SOUTH AUSTRALIAN BREWING FINANCE,,AUSTRALIA,AUS,O84
198712004,1,B5308,STATE BANK OF SOUTH AUSTRALIA (LONDON),,AUSTRALIA,AUS,K64
198712005,1,B2406,GIROZENTRALE UND BANK DER OSTERREICHISCHEN SPARKASSEN AC,,AUSTRIA,AUT,K64
198712006,1,B5597,TRANSAUSTRIAN GASLINE FINANCE COMPANY LTD,TAGFINCO,AUSTRIA,AUT,B06
198712007,1,B4724,CANADIAN CABLESYSTEMS LTD,,CANADA,CAN,J61
198712008,1,B3866,NATIONAL BANK OF CANADA (LONDON),,CANADA,CAN,K64
198712009,1,B0694,BANK OF CHINA,,CHINA,CHN,K64
198712010,1,B0017,AARHUS OLIEFABBRIK,,DENMARK,DNK,B06
198712011,1,B1916,ELECTRICITE DE FRANCE,,FRANCE,FRA,D35
198712012,1,B2650,HACHETTE SA,,FRANCE,FRA,J58
198712013,1,B5134,SOCIETE FRANCAISE DES NOUVELLS GALERIES,,FRANCE,FRA,G47
198712014,1,B2798,HONGKONG BANK OF AUSTRALIA,HKBA,HONG KONG,HKG,K64
198712015,1,B2798,HONGKONG BANK OF AUSTRALIA,HKBA,HONG KONG,HKG,K64
198712016,1,B3345,KUMAGAI GUMI,,HONG KONG,HKG,F41
198712017,1,B3519,LUCKY GOLDSTAR INTERNATIONAL (HK),,HONG KONG,HKG,K64
198712018,1,B2877,ICICI,,INDIA,IND,K64
198712019,1,B0194,ALLIED IRISH BANKS PLC ECU,,IRELAND,IRL,K64
198712020,1,B0529,BANCA TOSCANA,,ITALY,ITA,K64
198712021,1,B1112,CASSA DI RISPARMIO DI FIRENZE,,ITALY,ITA,K64
198712022,1,B1116,CASSA DI RISPARMIO DI TORINO,,ITALY,ITA,K64
198712023,1,B1649,CREDITOR ITALIANO,,ITALY,ITA,K64
198712024,1,B3079,ISTITUTO BANCARIO SAN PAOLO DI TORINO,,ITALY,ITA,K64
198712025,1,B3774,MITSUI BANK (SINGAPORE),,JAPAN,JPN,K64
198712026,1,B4181,ORIENT LEASING (CARIBBEAN) NV,,JAPAN,JPN,K64
198712027,1,B4845,SANWA BANK (LONDON),,JAPAN,JPN,K64
198712028,1,B5359,SUMITOMO BANK (LONDON),,JAPAN,JPN,K64
198712029,1,B6033,YASUDA TRUST AND BANKING CO,,JAPAN,JPN,K64
198712030,1,B4181,ORIENT LEASING (CARIBBEAN) NV,,JAPAN,JPN,K64
198712031,1,B2537,CITY OF ARNHEM,,NETHERLANDS,NLD,O84
198712032,1,B0923,BRIERLEY INVESTMENT OVERSEAS NV,,NEW ZEALAND,NZL,K64
198712033,1,B5745,UNITED BUILDING SOCIETY,,NEW ZEALAND,NZL,K64
198712034,1,B4237,PAKISTAN INTERNATIONAL AIRLINE CORP,,PAKISTAN,PAK,H51
198712035,1,B5357,SUI GAS TRANSMISSION CO,,PAKISTAN,PAK,D35
198712036,1,B1036,CAIXA GERAL DE DEPOSITOS,,PORTUGAL,PRT,K64
198712037,1,B2094,EUROPEAN INVESTMENT BANK,EIB,SUPRANATIONAL,,U99
198712038,1,B6003,IBRD / WORLD BANK,,SUPRANATIONAL,,U99
198712039,1,B4020,NORDIE INVESTMENT BANK,,SUPRANATIONAL,,U99
198712040,1,B2437,GOTAAS LARSEN FINANCE (LIBERIA),,SWEDEN,SWE,K64
198712041,1,B4418,PKBANKEN,,SWEDEN,SWE,K64
198712042,1,B2542,REPUBLIC OF TURKEY,,TURKEY,TUR,O84
198712043,1,B2542,REPUBLIC OF TURKEY,,TURKEY,TUR,O84
198712044,1,B0115,AGRICULTURAL MORTGAGE CORP,AMC,UNITED KINGDOM,GBR,K64
198712045,1,B0402,ASSOCIATED FRESH FOOD,,UNITED KINGDOM,GBR,G46
198712046,1,B0415,ASW HOLDINGS,,UNITED KINGDOM,GBR,C24
198712047,1,B0850,BIRMINGHAM MIDSHIRES BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64
198712048,1,B0934,BRITISH AIRPORTS AUTHORITY,,UNITED KINGDOM,GBR,H51
198712049,1,B0942,BRITISH LAND CO,,UNITED KINGDOM,GBR,L68
198712050,1,B1727,DE LA RUE,,UNITED KINGDOM,GBR,C20
198712051,1,B1932,ELECTRONIC RENTALS GROUP,,UNITED KINGDOM,GBR,K64
198712052,1,B2618,GUARDIAN ROYAL EXCHANGE,,UNITED KINGDOM,GBR,K65
198712053,1,B2824,HOUSEHOLD MORTGAGE CORP,,UNITED KINGDOM,GBR,
198712054,1,B2899,INCHCAPE FINANCE,,UNITED KINGDOM,GBR,K64
198712055,1,B3035,INTERNATIONAL SIGNAL AND CONTROL GROUP,,UNITED KINGDOM,GBR,C26
198712056,1,B3826,LEIGH ESTATES,,UNITED KINGDOM,GBR,L68
198712057,1,B4424,PLEASURAMA,,UNITED KINGDOM,GBR,
198712058,1,B4592,QUEENS MOAT HOUSES,,UNITED KINGDOM,GBR,I55
198712059,1,B4904,SCOTTISH PROVIDENT INSTITUTION,,UNITED KINGDOM,GBR,O84
198712060,1,B5222,SOUTH QUAY PLAZA PHASE 3,,UNITED KINGDOM,GBR,I55
198712060,2,B3592,MARPLES INTERNATIONAL LTD,,UNITED KINGDOM,GBR,
198712060,3,B3899,NATIONAL LEASING & FINANCING CO,,UNITED KINGDOM,GBR,N77
198712061,1,B5320,STC,,UNITED KINGDOM,GBR,J61
198712062,1,B5631,TRINITY HOUSE FINANCE PLC,,UNITED KINGDOM,GBR,K64
198712063,1,B5631,TRINITY HOUSE FINANCE PLC,,UNITED KINGDOM,GBR,K64
198712064,1,B6002,WOOLWORTH HOLDINGS PLC,,UNITED KINGDOM,GBR,G47
198712065,1,B0257,AMERICAN PRESIDENT COMPANIES,,UNITED STATES,USA,H49
198712066,1,B0484,AVIS INC,,UNITED STATES,USA,G47
198712067,1,B0509,BALLSTON COMMON ARLINGTON,,UNITED STATES,USA,R90
198712068,1,B0993,BUSINESSTAND INC,,UNITED STATES,USA,
198712069,1,B1382,COASTAL CORP (CAPITOL DISTRICT ENERGY CENTER COGENERATION ASSOCIATES),,UNITED STATES,USA,D35
198712070,1,B2222,FIRST CAPITAL HOLDINGS CORP,,UNITED STATES,USA,K65
198712071,1,B2616,GUARDIAN INDUSTRIES CORP,,UNITED STATES,USA,C24
198712072,1,B2682,HARCOURT BRACE JOVANOVICH INC,,UNITED STATES,USA,J58
198712073,1,B2868,IBP INC,,UNITED STATES,USA,C22
198712074,1,B3111,ITW INC,,UNITED STATES,USA,C28
198712075,1,B3143,JERRICO INC,,UNITED STATES,USA,I56
198712076,1,B3190,JWT GROUP INC,,UNITED STATES,USA,M73
198712077,1,B3322,KRAFT INC,,UNITED STATES,USA,C10
198712078,1,B3495,LOMAS AND NETTLETON FINANCE CORP,,UNITED STATES,USA,K64
198712079,1,B3540,MACK FINANCIAL CORP,,UNITED STATES,USA,K64
198712080,1,B3694,METLIFE FUNDING INC,,UNITED STATES,USA,K65
198712081,1,B3917,NATIONAL STEEL CORP,,UNITED STATES,USA,C24
198712082,1,B3917,NATIONAL STEEP CORP,,UNITED STATES,USA,C24
198712083,1,B4264,PARAGON COMMUNICATIONS CORP,,UNITED STATES,USA,C26
198712084,1,B4742,RBC,,UNITED STATES,USA,K64
198712085,1,B4676,REPUBLIC NEW YORK,,UNITED STATES,USA,K64
198712086,1,B5428,TANDY CREDIT CORP,,UNITED STATES,USA,K64
198712087,1,B5912,WASHINGTON GASLIGHT CO,,UNITED STATES,USA,D35
198712088,1,B5992,WISCONSIN CENTRAL,,UNITED STATES,USA,H49
198712089,1,B1766,DEUTSCHE BANK AG,,WEST GERMANY,DEU,K64
198712090,1,B3326,KREDITANSTALT FUR WIEDERAUFBAU,,WEST GERMANY,DEU,K64
198712091,1,B3514,LTU INTERNATIONAL AIRWAYS AG,,WEST GERMANY,DEU,H51
198801001,1,B0437,AUSTRALIAN BARLEY BOARD,,AUSTRALIA,AUS,C10
198801002,1,B2881,IEL FINANCE LTD,IEL,AUSTRALIA,AUS,K64
198801003,1,B3020,IBM AUSTRALIA CREDIT LTD,,AUSTRALIA,AUS,N82
198801004,1,B5416,TAIYO KOBE AUSTRALIA LTD,,AUSTRALIA,AUS,K64
198801005,1,B3418,LAUDA-AIR,,AUSTRIA,AUT,H51
198801006,1,B0429,AUGUSTA FINANCIAL CORP,,CANADA,CAN,K64
198801007,1,B1182,CENTRAL CAPITAL MORTGAGE CORP LTD,,CANADA,CAN,K64
198801008,1,B2858,HYDRO QUEBEC,,CANADA,CAN,D35
198801009,1,B4175,ONEX CORP,,CANADA,CAN,K64
198801009,2,B4026,NOREX LEASING INC,,CANADA,CAN,K64
198801010,1,B2460,PROVINCE OF MANITOBA,,CANADA,CAN,O84
198801011,1,B4742,ROYAL TRUST CORP,,CANADA,CAN,K64
198801012,1,B5324,STEINGBERG INC,,CANADA,CAN,C26
198801013,1,B5908,WARDAIR CANADA,,CANADA,CAN,H50
198801014,1,B4966,SHANGHAI TA CHUNG HUA RUBBER FACTORY,,CHINA,CHN,C22
198801015,1,B2515,GOVERNMENT OF THE REPUBLIC OF CYPRUS,,CYPRUS,CYP,O84
198801016,1,B4106,NYKREDIT AS,,DENMARK,DNK,K66
198801017,1,B4662,REGIONAL DEVELOPMENT FUND OF FINLAND,,FINLAND,FIN,
198801018,1,B0426,AU PRINTEMPS SA,,FRANCE,FRA,G47
198801019,1,B1443,COMPAGNIE DE SAINT-GOBAIN,,FRANCE,FRA,C32
198801020,1,B1916,ELECTRICITE DE FRANCE,EDG,FRANCE,FRA,D35
198801021,1,B5149,SNCF,,FRANCE,FRA,H49
198801022,1,B0875,BOLLE HANDELS AG,,GERMANY WEST,DEU,G47
198801023,1,B1788,DIMOSIA EPIHIRISIS PETROLEO,DEP,GREECE,GRC,
198801024,1,B2785,HONG KONG BUILDING & LOAN AGENCY,,HONG KONG,HKG,F42
198801025,1,B3605,MASS TRANSIT RAILWAY CORP,MTRC,HONG KONG,HKG,H49
198801026,1,B1776,DEVELOPMENT FUND OF ICELAND,,ICELAND,ISL,O84
198801027,1,B2348,GAS AUTHORITY OF INDIA LTD,GAIL,INDIA,IND,D35
198801028,1,B1655,CRH PLC,,IRELAND,IRL,C32
198801029,1,B2484,IRELAND,,IRELAND,IRL,O84
198801030,1,B3074,IRISH TELECOMMUNICATIONS INVESTMENTS,ITI,IRELAND,IRL,J61
198801031,1,B3071,IRFIS,,ITALY,ITA,K64
198801032,1,B3071,IRFIS,,ITALY,ITA,K64
198801033,1,B5710,UNION CARBIDE ITALIA SPA,,ITALY,ITA,C20
198801034,1,B0131,AIR JAMAICA LG LEASING (GILBRALTAR),,JAMAICA,JAM,H51
198801035,1,B0998,C ITOH FINANCE EUROPE PLC,,JAPAN,JPN,K64
198801036,1,B3364,KYOWA BANK (LONDON),,JAPAN,JPN,K64
198801037,1,B3598,MARUBENI INTERNATIONAL FINANCE (CAYMAN),,JAPAN,JPN,G46
198801038,1,B5359,SUMITOMO TRUST & BANKING CO,,JAPAN,JPN,K64
198801039,1,B3289,KOREA ELECTRIC POWER CORP,KEPCO,KOREA,KOR,D35
198801040,1,B1682,DAEWOO CORP,,KOREA,KOR,C32
198801041,1,B3219,KEDAH CEMENT CO,,MALAYSIA,MYS,C32
198801042,1,B3850,NACIONAL FINANCIERA SNC,,MEXICO,MEX,K64
198801043,1,B0149,AKZO NV,,NETHERLANDS,NLD,C20
198801044,1,B2652,HAGEMEYER NV,,NETHERLANDS,NLD,K64
198801045,1,B20421,EQUITICORP (HK),,NEW ZEALAND,NZL,J61
198801045,2,B1079,CAPITAL CORP EUROPE BV,,NEW ZEALAND,NZL,
198801046,1,B3967,NEW ZEALAND DAIRY BOARD,,NEW ZEALAND,NZL,O84
198801047,1,B3969,NZI SECURITIES AUSTRALIA,,NEW ZEALAND,NZL,K65
198801047,2,B3969,NZI OVERSEAS FINANCE,,NEW ZEALAND,NZL,K66
198801048,1,B4768,RURAL BANKING & CORP,,NEW ZEALAND,NZL,K64
198801049,1,B2651,HAFSLUND A/S,,NORWAY,NOR,D35
198801050,1,B4190,OSLOBANKEN A/S,,NORWAY,NOR,K64
198801051,1,B2507,ISLAMIC REPUBLIC OF PAKISTAN,,PAKISTAN,PAK,O84
198801052,1,B4681,REPUBLIC OF PANAMA,,PANAMA,PAN,O84
198801052,2,B2981,INSTITUTO DE RECURSOS HIDRAULICOS Y ELECTRIFICATION,IRHE,PANAMA,PAN,D35
198801053,1,B5741,UNITED AVIATION SERVICES,USA,PANAMA,PAN,M74
198801054,1,B1968,EMPRESA POLIMEROS DE SINES SA,EPSI,PORTUGAL,PRT,C20
198801055,1,B5611,TRANSPORTES AEREOS PORTUGUESE EP,TAP,PORTUGAL,PRT,H51
198801056,1,B2306,F & N LTD,,PORTUGAL,PRT,C10
198801057,1,B2306,F & N,,SINGAPORE,SGP,C10
198801058,1,B6003,IBRD,,SUPRANATIONAL,,U99
198801058,2,B6003,WORLD BANK,,SUPRANATIONAL,,U99
198801059,1,B2342,GAMLESTADEN,,SWEDEN,SWE,O84
198801060,1,B2342,GAMLESTADEN FINANCE PLC,GAMLESTADEN,SWEDEN,SWE,K64
198801061,1,B3776,MO OCH DOMSJO AB,MODO,SWEDEN,SWE,C16
198801062,1,B5399,SWEDBANK-SPARBANKERNAS BANK,,SWEDEN,SWE,K64
198801063,1,B2970,INSPECTORATE INTERNATIONAL FINANCE NV,,SWITZERLAND,CHE,N82
198801063,2,B3680,MERIDIAN LEASING CORP,,SWITZERLAND,CHE,K66
198801064,1,B1270,CHINA AMERICAN PETROLEUM CO LTD,,TAIWAN,TWN,C20
198801065,1,B3867,NATIONAL BANK OF COMMERCE,,TAZANIA,TZA,K64
198801066,1,B5602,TRANS-TUNISIAN PIPELINE CO,TTPC,TUNISIA,TUN,D35
198801067,1,B1181,CENTRAL BANK OF TURKEY,,TURKEY,TUR,K64
198801068,1,B2883,IKTISAT BANKASI TURK AS,,TURKEY,TUR,K64
198801069,1,B0917,BRENT WALKER GROUP PLC,BW,UNITED KINGDOM,GBR,R90
198801070,1,B0850,BIRMINGHAM & MIDSHIRES BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64
198801071,1,B0938,BRITISH CALEDONIAN,B-CAL,UNITED KINGDOM,GBR,H51
198801072,1,B0932,BRITISH & COMMONWEALTH HOLDINGS PLC,,UNITED KINGDOM,GBR,K64
198801073,1,B0951,BRITISH SUGAR PLC,,UNITED KINGDOM,GBR,C10
198801074,1,B0984,BUNZL PLC,,UNITED KINGDOM,GBR,N78
198801075,1,B1012,CABLE & WIRELESS PLC,,UNITED KINGDOM,GBR,J61
198801076,1,B1424,COMMERCIAL BRIDGING LTD,,UNITED KINGDOM,GBR,K64
198801077,1,B1825,DOWTY GROUP PLC,,UNITED KINGDOM,GBR,C29
198801078,1,B1860,EAGLE STAR INSURANCE CO,,UNITED KINGDOM,GBR,K65
198801079,1,B2098,EUROTUNNEL,,UNITED KINGDOM,GBR,H49
198801080,1,B2236,FIRST NATIONAL SECURITIES,,UNITED KINGDOM,GBR,K64
198801081,1,B2642,GUTHRIE CORP,,UNITED KINGDOM,GBR,C32
198801082,1,B2642,GUTHRIE CORP,,UNITED KINGDOM,GBR,C32
198801083,1,B2664,HAMMERSON PROPERTY INVESTMENT & DEVELOPMENT CORP PLC,,UNITED KINGDOM,GBR,K64
198801084,1,B3488,LOCAL LONDON GROUP PLC,,UNITED KINGDOM,GBR,
198801085,1,B3633,MCKECHNIE PLC,,UNITED KINGDOM,GBR,C28
198801086,1,B3622,MBS PLC,,UNITED KINGDOM,GBR,C31
198801087,1,B0370,MFI FURNITURE GROUP,,UNITED KINGDOM,GBR,G47
198801088,1,B3889,NATIONAL HOME LOANS CORP P/C,NHL,UNITED KINGDOM,GBR,K64
198801089,1,B4070,NORTHERN MORTGAGE CORP,,UNITED KINGDOM,GBR,K66
198801090,1,B4479,PRIEST MARIANS HOLDINGS PLC,,UNITED KINGDOM,GBR,L68
198801091,1,B4621,RANK ORGANISATION,,UNITED KINGDOM,GBR,R90
198801092,1,B4621,RANK ORGANISATION,,UNITED KINGDOM,GBR,R90
198801093,1,B4893,SCAPA GROUP PLC,,UNITED KINGDOM,GBR,C20
198801094,1,B5292,STAKIS PLC,,UNITED KINGDOM,GBR,I55
198801095,1,B5437,TARMAC PLC,,UNITED KINGDOM,GBR,C32
198801096,1,B5906,WARD HOLDING PLC,,UNITED KINGDOM,GBR,F41
198801097,1,B5981,WILLIAMS HOLDING PLC,,UNITED KINGDOM,GBR,C32
198801098,1,B6001,WOOLWICH EQUITABLE BUILDING SOCIETY,,UNITED KINGDOM,GBR,K64
198801099,1,B0171,ALUMINIUM COMPANY OF AMERICA,,UNITED STATES,USA,C24
198801100,1,B0246,AMERICAN BRANDS INC,,UNITED STATES,USA,C12
198801101,1,B0245,AMERICAN AIRLINES INC,AA,UNITED STATES,USA,H51
198801102,1,B0857,BLANDIN PAPER CO,,UNITED STATES,USA,C17
198801103,1,B1220,CEVAS CORP,CVS,UNITED STATES,USA,C26
198801104,1,B1404,COLUMBUS CAPITAL CORP,,UNITED STATES,USA,K64
198801105,1,B1554,CONTINENTAL AIRLINES INC,,UNITED STATES,USA,H51
198801106,1,B1667,CTI INTERNATIONAL INC,,UNITED STATES,USA,N82
198801107,1,B1714,DATA GENERAL CORP,,UNITED STATES,USA,C26
198801108,1,B1793,DISTRIBUTED LOGIC CORP,DILOG,UNITED STATES,USA,N82
198801109,1,B1848,DUGUESNE LIGHT COMPANY,,UNITED STATES,USA,D35
198801110,1,B2690,HARTMARX CORP,,UNITED STATES,USA,C14
198801111,1,B2690,HARTMARX CORP,,UNITED STATES,USA,C14
198801112,1,B2725,HERITAGE COMMUNICATIONS INC,,UNITED STATES,USA,J61
198801113,1,B2845,HUMANA INC,,UNITED STATES,USA,K65
198801114,1,B2886,ILLINOIS POWER CO,,UNITED STATES,USA,D35
198801115,1,B2993,INTEGRATED RESOURCES INC,,UNITED STATES,USA,N82
198801116,1,B3005,INTERCREDIT,,UNITED STATES,USA,K64
198801117,1,B3495,LOMAS & NETTLETON COMPANY,,UNITED STATES,USA,K64
198801118,1,B3733,MIDWAY AIRLINES INC,,UNITED STATES,USA,H51
198801119,1,B4482,PRIMERICA CORP,,UNITED STATES,USA,K65
198801120,1,B4512,PRUSIDENTIAL SECURITIES GROUP INC,,UNITED STATES,USA,K64
198801121,1,B2042,PSEG CAPITAL CORP,,UNITED STATES,USA,K64
198801122,1,B5751,UNITED GAS PIPE LINE COMPANY,,UNITED STATES,USA,B06
198801123,1,B5772,UNITED STATES PHOTO LEASING INC,,UNITED STATES,USA,
198801124,1,B0679,VNESHTORGBANK,,USSR,SUN,K64
198801125,1,B0650,BANCO PROVINCIAL SAICA,,VENEZUELA,VEN,
198801125,2,B0619,BANCO MERCANTIL SA,,VENEZUELA,VEN,K64
198801125,3,B0579,BANCO DE VENEZUELA SA,,VENEZUELA,VEN,C29
198801125,4,B2381,GM DE VENEZUELA CA,,VENEZUELA,VEN,
198802001,1,B2349,GAS DEL ESTADIO,,ARGENTINA,ARG,D35
198802001,2,B6025,YACIMIENTOS PETROLIFEROS FISCALES,YPF,ARGENTINA,ARG,
198802002,1,B4259,PAPEL DEL TUCUMAN,,ARGENTINA,ARG,C17
198802003,1,B0347,ARIMCO NL,,AUSTRALIA,AUS,
198802004,1,B0800,BELL GROUP FINANCT PTY,,AUSTRALIA,AUS,K64
198802005,1,B2135,FAI INSURANCES,,AUSTRALIA,AUS,K65
198802006,1,B2798,HONGKONG BANK OF AUSTRALIA,,AUSTRALIA,AUS,K64
198802006,2,B5909,WARDLEY AUSTRALIA,,AUSTRALIA,AUS,K65
198802007,1,B2831,HOWARD SMITH FINANCE,,AUSTRALIA,AUS,K64
198802008,1,B2831,HOWARD SMITH FINANCE,,AUSTRALIA,AUS,K64
198802009,1,B2834,HOYTS MEDIA,,AUSTRALIA,AUS,C18
198802010,1,B2931,INDUSTRIAL EQUITY FINANCE,,AUSTRALIA,AUS,K64
198802011,1,B0998,C ITOH & CO (AUST),,AUSTRALIA,AUS,K64
198802012,1,B3774,MITSUI FINANCE AUSTRALIA,,AUSTRALIA,AUS,K64
198802013,1,B3864,NATIONAL AUSTRALIA BANK,NAB,AUSTRALIA,AUS,K64
198802014,1,B3969,NZI SECURITIES AUSTRALIA,,AUSTRALIA,AUS,K65
198802015,1,B4480,PRIMARY INDUSTRY BANK OF AUSTRALIA,PIBA,AUSTRALIA,AUS,K64
198802016,1,B5854,VICTORIAN PUBLIC AUTHORITIES FINANCE AGENCY,VICFIN,AUSTRALIA,AUS,K64
198802017,1,B4126,OESTERREICHISCHE KONTROLLBANK AG,,AUSTRIA,AUT,K64
198802018,1,B0319,ARAB BANKING CORP (LONDON),,BAHRAIN,BHR,K64
198802019,1,B1068,CANAMAX RESOURCES INC,,CANADA,CAN,B07
198802020,1,B3420,LAWSON MARDON GROUP EUROPE,,CANADA,CAN,C22
198802021,1,B3420,LAWSON MARDON GROUP,,CANADA,CAN,C22
198802022,1,B5908,WARDAIR CANADA INC,,CANADA,CAN,H50
198802023,1,B1284,CHINA PETROCHEMICAL CORP (SINOPEC),,CHINA,CHN,B06
198802024,1,B5549,TIANJIN INTERNATIONAL TRUST & INVESTMENT CO,,CHINA,CHN,K64
198802025,1,B6017,XIAN GOLDEN FLOWER HOTEL,,CHINA,CHN,I55
198802026,1,B3001,INTERCONEXCION ELECTRIC SA,ISA,COLOMBIA,COL,D35
198802027,1,B4106,NYKREDIT AS,,DENMARK,DNK,K66
198802028,1,B4106,NYKREDIT AS,,DENMARK,DNK,K66
198802029,1,B2516,REPUBLIC OF ECUADOR,,ECUADOR,ECU,O84
198802030,1,B3212,KAUKOMARKKINAT OY,,FINLAND,FIN,J63
198802031,1,B4198,OUTOKUMPU OY,,FINLAND,FIN,C24
198802031,2,B4199,OUTKUMPU SVENSKA AB,,FINLAND,FIN,C24
198802032,1,B5060,SKOPBANK,,FINLAND,FIN,K64
198802033,1,B5763,UNITED PAPER MILLS LTD SHOTTON PAPER COMPANY PLC,,FINLAND,FIN,C17
198802034,1,B0088,AEROPORTS DE PARIS,,FRANCE,FRA,H51
198802035,1,B0774,BAZAR DE L'HOTEL DE VILLE,,FRANCE,FRA,G47
198802036,1,B4693,RHONE-POULENC SA AND DESIGNATED SUBSIDIARIES,,FRANCE,FRA,C20
198802037,1,B5808,VALEO SA,,FRANCE,FRA,C29
198802038,1,B2474,CITY OF ATHENS,,GREECE,GRC,O84
198802039,1,B1082,CARADO CO,,HONG KONG,HKG,C29
198802040,1,B1776,DEVELOPMENT FUND OF ICELAND,,ICELAND,ISL,O84
198802041,1,B2930,INDUSTRIAL & EQUITY FINANCE OF INDIA,IFCI,INDIA,IND,K64
198802042,1,B4522,PT BT LIPPO GRAHA LEASING,,INDONESIA,IDN,K64
198802043,1,B4538,PT MONTERADO MAS MINING,,INDONESIA,IDN,B07
198802044,1,B1544,CONSORZIO NAZIONALE PER IL CREDITO AGRARIO DI MIGLIORAMENTO,MELIORCONSORZIO,ITALY,ITA,M74
198802044,2,B1111,CASSA DI RISPARMIO DELLE PROVINCIE LOMBARDE SEZIONE DI CREDITO AGRARIO,CARIPLO,ITALY,ITA,K64
198802044,3,B0522,SEZIONE AUTONOMA DI CREDITO FONDIARIO DELLE BANCA NATIONALE DEL LAVORO,,ITALY,ITA,K64
198802044,4,B3094,ISTITUTO REGIONALE DI CREDITO AGRARIO PER L'EMILIA ROMAGNA,IRCAER,ITALY,ITA,K64
198802044,5,B1202,CENTROBANCA - BANCA CENTRALE DI CREDITO POPOLARE SPA SEZIONE DI CREDITO AGRARIO,,ITALY,ITA,K64
198802044,6,B2152,INSTITUTO FEDERALE DI CREDITO AGRARIO PER IL PIEMONTE LA LIGURIA E LA VALLE D'AOSTA,,ITALY,ITA,K64
198802044,7,B3079,ISTITUTO BANCARIO SAN PAOLO DI TORINO SEZIONE DI CREDITO AGRARIO,,ITALY,ITA,K64
198802044,8,B3088,INSTITUTO FEDERALE DI CREDIT AGRARIO PER LA TASCANA,,ITALY,ITA,K64
198802044,9,B3086,ISTITUTO FEDERALE DELLE CASSE DI RISPARMIO DELLE VENEZIE SEZIONE DI CREDITO AGRARIO,,ITALY,ITA,K64
198802044,10,B3087,INSTITUTO FEDERALE DI CREDITO AGRARIO PER L'ITALIA CENTRALE,,ITALY,ITA,K64
