,original_index,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,CLUSTER,IMPUTED,,
3023,3023,198006001,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,ADB,SUPRANATIONAL,Unknown,U99,46,2,,
3117,3117,198008002,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,,SUPRANATIONAL,Unknown,U99,46,2,,
3724,3724,198105002,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,ADB,SUPRANATIONAL,Unknown,U99,46,2,,
3725,3725,198105003,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,ADB,SUPRANATIONAL,Unknown,U99,46,2,,
4936,4936,198204002,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,ADB,SUPRANATIONAL,Unknown,U99,46,2,,
4937,4937,198204003,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,ADB,SUPRANATIONAL,Unknown,U99,46,2,,
6974,6974,198405062,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,,SUPRANATIONAL,Unknown,U99,46,2,,
7778,7778,198502013,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,,SUPRANATIONAL,Unknown,U99,46,2,,
8920,8920,198602080,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,,SUPRANATIONAL,Unknown,U99,46,2,,
13139,13139,198812067,1,B0095,AFRICAN DEVELOPMENT BANK,AFRICAN DEVELOPMENT BANK,,SUPRANATIONAL,Unknown,U99,46,2,,
702,702,197606002,1,B0097,AFTON MINES,AFTON MINES,NPL,CANADA,CAN,B07,2459,0,,
2027,2027,197903002,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,C20,5365,1,,
8015,8015,198505062,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,D35,5365,0,,
9156,9156,198605045,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,D35,5365,0,,
9157,9157,198605046,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,D35,5365,0,,
10545,10545,198704067,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,C20,5365,0,,
12197,12197,198805063,1,B0098,AGA AB,AGA AB,,SWEDEN,SWE,C20,5365,0,,
12698,12698,198809106,1,B0098,AGA,AGA,,SWEDEN,SWE,C20,7207,0,,
6604,6604,198312033,1,B0099,AGA KHAN FOUNDATION,AGA KHAN FOUNDATION,,SWITZERLAND,CHE,Q87,7206,0,,
1845,1845,197812002,2,B0100,AGAP ARABIA CO LTD,AGAP ARABIA CO LTD,,SAUDI ARABIA,SAU,B07,1878,0,,
1353,1353,197803003,1,B0101,AGENCE FONCIERE INDUSTRIELLE,AGENCE FONCIERE INDUSTRIELLE,,TUNISIA,TUN,O84,7434,0,,
12052,12052,198804012,1,B0102,AGENCE HAVAS,AGENCE HAVAS,,FRANCE,FRA,C18,7435,0,,
5504,5504,198210003,1,B0103,AGENCIA ESPECIAL DE FINANCIAMENTO INDUSTRIAL,AGENCIA ESPECIAL DE FINANCIAMENTO INDUSTRIAL,,BRAZIL,BRA,C28,2261,0,,
1073,1073,197707001,1,B0104,AGIP RECHERCHES CONGO,AGIP RECHERCHES CONGO,,REPUBLIC OF THE CONGO,COG,B06,6959,1,,
1261,1261,197712021,1,B0104,NORSK AGIP,NORSK AGIP,,NORWAY,NOR,B06,5129,1,,
1399,1399,197804001,1,B0104,AGIP RECHERCHES CONGO (BRAZZAVILLE),AGIP RECHERCHES CONGO BRAZZAVILLE,,CONGO REPUBLIC,COG,B06,6958,1,,
2137,2137,197905002,1,B0104,AGIP NUCLEARE INTERNATIONAL,AGIP NUCLEARE INTERNATIONAL,,ITALY,ITA,B06,1598,1,,
2971,2971,198005002,1,B0104,AGIP NUCLEARE SPA,AGIP NUCLEARE SPA,,ITALY,ITA,D35,5034,0,,
3455,3455,198101003,1,B0104,AGIP NUCLEARE SPA,AGIP NUCLEARE SPA,,ITALY,ITA,C19,5034,0,,
3667,3667,198104002,1,B0104,AGIP (UK) LTD,AGIP UK LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,M74,2444,0,,
4152,4152,198109006,1,B0104,AGIP RECHERCHES CONGO (BRAZZAVILLE),AGIP RECHERCHES CONGO BRAZZAVILLE,,REPUBLIC OF THE CONGO,COG,B06,6958,1,,
4938,4938,198204004,1,B0104,AGIP LEYLAND,AGIP LEYLAND,,ITALY,ITA,B06,6960,1,,
4939,4939,198204005,1,B0104,AGIP NUCLEARE,AGIP NUCLEARE,,ITALY,ITA,B06,6961,1,,
6051,6051,198303023,1,B0104,AGIP SPA,AGIP SPA,,ITALY,ITA,C19,5035,0,,
13992,13992,198910040,1,B0104,NIGERIA AGIP OIL CO,NIGERIA AGIP OIL CO,,ITALY,ITA,B06,3023,0,,
14330,14330,199001041,1,B0104,NIGERIAN AGIP OIL CO LTD,NIGERIAN AGIP OIL CO LTD,,ITALY,ITA,B06,3032,0,,
4678,4678,198201060,1,B0105,HYDROCARBONS FINANCE COMPANY,HYDROCARBONS FINANCE COMPANY,,ITALY,ITA,Unknown,3251,1,,
13111,13111,198812039,1,B0107,AGRICOLA INVESTIMENTI,AGRICOLA INVESTIMENTI,,ITALY,ITA,K64,7919,0,,
13441,13441,198904028,1,B0107,AGRICOLA INVESTIMENTI SPA,AGRICOLA INVESTIMENTI SPA,,ITALY,ITA,K64,5015,0,,
13091,13091,198812020,1,B0108,AGRICULTURAL BANK OF CHINA (TIANJIN) TIANJIN INTERNATIONAL TRUST & AND INVESTMENT CORP,AGRICULTURAL BANK CHINA TIANJIN TIANJIN INTERNATIONAL TRUST INVESTMENT CORP,,CHINA,CHN,K64,1399,0,,
652,652,197604001,1,B0111,AGRICULTURAL DEVELOPMENT BANK OF IRAN,AGRICULTURAL DEVELOPMENT BANK IRAN,,IRAN,IRN,K64,48,0,,
983,983,197701094,1,B0111,AGRICULTURAL DEVELOPMENT BANK OF IRAN,AGRICULTURAL DEVELOPMENT BANK IRAN,,IRAN (ISLAMIC REPUBLIC OF),IRN,K64,48,0,,
1354,1354,197803004,1,B0111,AGRICULTURAL DEVELOPMENT BANK OF IRAN,AGRICULTURAL DEVELOPMENT BANK IRAN,,IRAN,IRN,K64,48,0,,
1355,1355,197803005,1,B0111,AGRICULTURAL DEVELOPMENT BANK OF IRAN,AGRICULTURAL DEVELOPMENT BANK IRAN,,IRAN,IRN,K64,48,0,,
1608,1608,197808003,1,B0111,AGRICULTURAL DEVELOPMENT BANK OF IRAN,AGRICULTURAL DEVELOPMENT BANK IRAN,,IRAN,IRN,K64,48,0,,
7419,7419,198409070,1,B0112,AGRICULTURAL DEVELOPMENT STORES,AGRICULTURAL DEVELOPMENT STORES,,SAUDI ARABIA,SAU,Unknown,4002,1,,
4732,4732,198202003,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
6027,6027,198302155,1,B0113,AGRICULTURE MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURE MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6060,0,,
6357,6357,198308045,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
7345,7345,198408151,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
8257,8257,198507118,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
9407,9407,198607127,1,B0113,AGRICULTURAL MARKET AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKET AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6062,0,,
10475,10475,198703181,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
10937,10937,198707098,1,B0113,AGRICULTURAL MARKETING AUTHORITY,AGRICULTURAL MARKETING AUTHORITY,,ZIMBABWE,ZWE,O84,6059,0,,
11921,11921,198802101,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
12580,12580,198808110,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,AMA,ZIMBABWE,ZWE,O84,6058,0,,
13413,13413,198902092,1,B0113,AGRICULTRUAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTRUAL MARKETING AUTHORITY ZIMBABWE,AMA,ZIMBABWE,ZWE,O84,6061,0,,
13749,13749,198907143,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
14417,14417,199001126,1,B0113,AGRICULTURAL MARKETING AUTHORITY OF ZIMBABWE,AGRICULTURAL MARKETING AUTHORITY ZIMBABWE,,ZIMBABWE,ZWE,O84,6058,0,,
14843,14843,199005083,1,B0114,AGRICULTURAL MINERALS CORP,AGRICULTURAL MINERALS CORP,,UNITED STATES,USA,C23,3557,0,,
6306,6306,198307050,1,B0115,AGRICULTURAL MORTAGE CORP,AGRICULTURAL MORTAGE CORP,,UNITED KINGDOM,GBR,K64,3556,0,,
10381,10381,198703088,1,B0115,AGRICULTURAL MORTGAGE CORP PLC,AGRICULTURAL MORTGAGE CORP PLC,,UNITED KINGDOM,GBR,K64,3543,0,,
11607,11607,198712044,1,B0115,AGRICULTURAL MORTGAGE CORP,AGRICULTURAL MORTGAGE CORP,AMC,UNITED KINGDOM,GBR,K64,3555,0,,
14700,14700,199004082,1,B0115,AGRICULTURAL MORTGAGE CORP,AGRICULTURAL MORTGAGE CORP,AMC,UK,GBR,K64,3555,0,,
6160,6160,198305015,1,B0116,AGRIMPEX,AGRIMPEX,,HUNGARY,HUN,G46,7515,0,,
1400,1400,197804002,1,B0117,AGUA Y ENERGIA ELECTRICA,AGUA Y ENERGIA ELECTRICA,,ARGENTINA,ARG,D35,810,0,,
1470,1470,197805020,1,B0117,AGUA Y ENERGIA ELECTRICA,AGUA Y ENERGIA ELECTRICA,,ARGENTINA,ARG,D35,810,0,,
1750,1750,197811003,1,B0117,AGUA Y ENERGIA ELECTRICA,AGUA Y ENERGIA ELECTRICA,,ARGENTINA,ARG,D35,810,0,,
2028,2028,197903003,1,B0117,AGUA Y ENERGIA,AGUA Y ENERGIA,,,ARG,D35,811,3,,
2138,2138,197905003,1,B0117,AGUAS DE BARCELONA,AGUAS DE BARCELONA,,SPAIN,ESP,D35,874,1,,
3118,3118,198008003,1,B0117,AGUA Y ENERGIA ELTETRICA,AGUA Y ENERGIA ELTETRICA,AYE,ARGENTINA,ARG,D35,812,0,,
4153,4153,198109007,1,B0117,AGUA Y ENERGIA ELECTRICA,AGUA Y ENERGIA ELECTRICA,AYE,ARGENTINA,ARG,D35,810,1,,
4355,4355,198111003,1,B0118,AHAMSA STEEL INTERNATIONAL INC,AHAMSA STEEL INTERNATIONAL INC,,UNITED STATES OF AMERICA (THE),USA,C24,1506,0,,
1914,1914,197901004,1,B0119,AHLI PROTOCHEMICAL ESTABLISHMENT,AHLI PROTOCHEMICAL ESTABLISHMENT,,,Unknown,Unknown,6790,3,,
7930,7930,198504059,1,B0120,AHMAD HAMAD ALGOSAIBI BROTHERS,AHMAD HAMAD ALGOSAIBI BROTHERS,,SAUDI ARABIA,SAU,K64,7302,0,,
6736,6736,198402049,1,B0121,AIFUL CORPORATION,AIFUL CORPORATION,,JAPAN,JPN,K64,4145,0,,
12508,12508,198808039,1,B0121,AIFUL CORP,AIFUL CORP,,JAPAN,JPN,K64,3822,0,,
3318,3318,198011003,1,B0122,AIR AFRIQUE,AIR AFRIQUE,,IVORY COAST,CIV,H51,5481,0,,
3834,3834,198106001,1,B0122,AIR AFRIQUE,AIR AFRIQUE,,IVORY COAST,CIV,H51,5481,0,,
14611,14611,199004001,1,B0123,AIR ALGERIE,AIR ALGERIE,,ALGERIA,DZA,H51,5485,0,,
4733,4733,198202004,1,B0124,AIR CANADA,AIR CANADA,,CANADA,CAN,H51,5495,0,,
12606,12606,198809023,1,B0125,AIR CHINA,AIR CHINA,,CHINA,CHN,H51,2178,0,,
14165,14165,198912009,1,B0125,AIR CHINA,AIR CHINA,,CHINA,CHN,H51,2178,0,,
11021,11021,198708082,1,B0126,AIR EUROPE LTD,AIR EUROPE LTD,,UK,GBR,H51,5467,0,,
13908,13908,198909059,1,B0126,AIR EUROPE,AIR EUROPE,,UNITED KINGDOM,GBR,H51,5492,0,,
14361,14361,199001072,1,B0126,AIR EUROPE LTD,AIR EUROPE LTD,AE,UK,GBR,H51,5467,0,,
14554,14554,199003082,1,B0126,AIR EUROPE LTD,AIR EUROPE LTD,AE,UK,GBR,H51,5467,0,,
383,383,197505002,1,B0127,AIR FRANCE,AIR FRANCE,,FRANCE,FRA,H51,5470,0,,
2972,2972,198005003,1,B0127,AIR FRANCE,AIR FRANCE,,FRANCE,FRA,H51,5470,0,,
3566,3566,198102027,1,B0127,COMPAGNIE NATIONAL AIR FRANCE,COMPAGNIE NATIONAL AIR FRANCE,,FRANCE,FRA,H51,5471,0,,
5910,5910,198302043,1,B0127,AIR FRANCE,AIR FRANCE,,FRANCE,FRA,H51,5470,0,,
10066,10066,198701020,1,B0127,AIR FRANCE,AIR FRANCE,,FRANCE,FRA,H51,5470,0,,
12960,12960,198811033,1,B0127,AIR FRANCE,AIR FRANCE,,FRANCE,FRA,H51,5470,0,,
14756,14756,199005008,1,B0128,AIR GUANGZHOU,AIR GUANGZHOU,,CHINA,CHN,H51,5486,0,,
5505,5505,198210004,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
9056,9056,198604022,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
9129,9129,198605018,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
9130,9130,198605019,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
9131,9131,198605020,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
9132,9132,198605021,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
10512,10512,198704035,1,B0129,AIR-INDIA,AIRINDIA,,INDIA,IND,H51,7336,0,,
12635,12635,198809052,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
13107,13107,198812035,1,B0129,AIR-INDIA,AIRINDIA,,INDIA,IND,H51,7336,0,,
13346,13346,198902029,1,B0129,AIR INDIA,AIR INDIA,,INDIA,IND,H51,5463,0,,
12152,12152,198805023,1,B0130,AIR INTER SA,AIR INTER SA,,FRANCE,FRA,H51,4582,0,,
6109,6109,198304025,1,B0131,AIR JAMAICA,AIR JAMAICA,,JAMAICA,JAM,H51,5476,0,,
11691,11691,198801034,1,B0131,AIR JAMAICA LG LEASING (GILBRALTAR),AIR JAMAICA LG LEASING GILBRALTAR,,JAMAICA,JAM,H51,5477,0,,
3069,3069,198007002,1,B0132,AIR LANKA,AIR LANKA,,SRILANKA,LKA,H51,5475,0,,
3205,3205,198009001,1,B0132,AIR LANKA,AIR LANKA,,SRILANKA,LKA,H51,5475,0,,
3726,3726,198105004,1,B0132,AIR LANKA,AIR LANKA,,SRI LANKA,LKA,H51,5475,0,,
3727,3727,198105005,1,B0132,AIR LANKA,AIR LANKA,,SRI LANKA,LKA,H51,5475,0,,
6133,6133,198304049,1,B0132,AIR LANKA LTD,AIR LANKA LTD,,SRI LANKA,LKA,H51,5468,0,,
6198,6198,198305053,1,B0132,AIR LANKA LTD,AIR LANKA LTD,,SRI LANKA,LKA,H51,5468,0,,
10067,10067,198701021,1,B0133,AMERICAN AIR L'LIQUIDE INC,AMERICAN AIR LLIQUIDE INC,,FRANCE,FRA,C20,8170,0,,
11186,11186,198709102,1,B0134,AIR MALTA CO LTD,AIR MALTA CO LTD,,MALTA,MLT,H51,5465,0,,
1050,1050,197706002,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,3892,1,,
4289,4289,198110001,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,3892,0,,
4290,4290,198110002,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,3892,0,,
4291,4291,198110003,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,3892,0,,
5506,5506,198210005,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,3892,0,,
9149,9149,198605038,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,3892,0,,
14444,14444,199002027,1,B0135,AIR NEW ZEALAND,AIR NEW ZEALAND,,NEW ZEALAND,NZL,H51,3892,0,,
14795,14795,199005045,1,B0135,AIR NEW ZEALAND LTD,AIR NEW ZEALAND LTD,,NEW ZEALAND,NZL,H51,3893,0,,
13462,13462,198904049,1,B0136,AIR NIUGINI,AIR NIUGINI,,PAPUA NEW GUINEA,PNG,H51,5484,0,,
2095,2095,197904002,1,B0137,AIR TANZANIA,AIR TANZANIA,,TANZANIA,TZA,Unknown,5487,1,,
13565,13565,198906061,1,B0138,AIR UK,AIR UK,,UK,GBR,H51,5493,0,,
11493,11493,198711048,1,B0139,AIR X A/S,AIR X AS,,NORWAY,NOR,H51,5496,0,,
3456,3456,198101004,1,B0140,AIR ZIMBABWE CORPORATION,AIR ZIMBABWE CORPORATION,,ZIMBABWE,ZWE,H51,4161,0,,
1553,1553,197807002,1,B0141,AIRBUS INDUSTRIE,AIRBUS INDUSTRIE,,SUPRANATIONAL,Unknown,C30,6612,2,,
7145,7145,198407073,1,B0141,AIRBUS INDUSTRIE,AIRBUS INDUSTRIE,,SUPRANATIONAL,Unknown,U99,6612,2,,
7538,7538,198410076,1,B0141,AIRBUS INDUSTRIE,AIRBUS INDUSTRIE,,SUPRANATIONAL,Unknown,U99,6612,2,,
11406,11406,198710103,1,B0142,AIRGAS INC,AIRGAS INC,,UNITED STATES,USA,C20,8212,0,,
2029,2029,197903004,1,B0143,AIRPORT CATERING SERVICES,AIRPORT CATERING SERVICES,,,Unknown,Unknown,5575,3,,
13475,13475,198904062,1,B0144,AITKEN HUME,AITKEN HUME,,UNITED KINGDOM,GBR,K64,7705,0,,
5631,5631,198211004,1,B0145,AJAOKUTA STEEL CO,AJAOKUTA STEEL CO,,NIGERIA,NGA,C24,5700,0,,
12090,12090,198804048,1,B0146,AJB INDUSTRIES,AJB INDUSTRIES,,UNITED KINGDOM,GBR,M74,8119,0,,
14412,14412,199001121,1,B0148,AKP SOVCOMFLOT,AKP SOVCOMFLOT,,USSR,SUN,H50,7711,0,,
3316,3316,198011001,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS (THE),NLD,C20,5497,0,,
8793,8793,198601037,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,5497,0,,
8794,8794,198601038,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,5497,0,,
8795,8795,198601039,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,5497,0,,
9085,9085,198604047,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,5497,0,,
11187,11187,198709103,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,5497,0,,
11700,11700,198801043,1,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,5497,0,,
12283,12283,198806033,1,B0149,AKZO AMERICA INC,AKZO AMERICA INC,,NETHERLANDS,NLD,C32,8156,0,,
12284,12284,198806033,2,B0149,AKZO NV,AKZO NV,,NETHERLANDS,NLD,C20,5497,0,,
11502,11502,198711057,1,B0150,AL AND P INVESTMENT PTE LTD,AL P INVESTMENT PTE LTD,,SINGAPORE,SGP,Unknown,2498,1,,
11503,11503,198711058,1,B0150,AL AND P INVESTMENT PTE LTD,AL P INVESTMENT PTE LTD,,SINGAPORE,SGP,Unknown,2498,1,,
6123,6123,198304039,1,B0151,AL BOUGARY TRADING & CONTRACTING ESTABLISHMENT,AL BOUGARY TRADING CONTRACTING ESTABLISHMENT,,SAUDI ARABIA,SAU,F41,6789,0,,
4154,4154,198109008,1,B0152,AL JAZIRA CONTRACTING CO,AL JAZIRA CONTRACTING CO,EC,SAUDI ARABIA,SAU,F41,1736,0,,
4155,4155,198109009,1,B0152,AL JAZIRA CONTRACTING CO,AL JAZIRA CONTRACTING CO,EC,SAUDI ARABIA,SAU,F41,1736,0,,
6418,6418,198309060,2,B0153,AL JUBAIL FERTILIZER COMPANY,AL JUBAIL FERTILIZER COMPANY,,SAUDI ARABIA,SAU,C20,3112,0,,
8718,8718,198512052,1,B0154,AL JUBAIL PETROCHEMICAL CO,AL JUBAIL PETROCHEMICAL CO,,SAUDI ARABIA,SAU,C20,1848,0,,
4621,4621,198201003,1,B0155,AL MIRABID ESTABLISHMENT,AL MIRABID ESTABLISHMENT,,YEMEN,YEM,Unknown,6788,1,,
4622,4622,198201004,1,B0155,AL MIRABID ESTABLISHMENT,AL MIRABID ESTABLISHMENT,,YEMEN,YEM,Unknown,6788,1,,
4623,4623,198201005,1,B0155,AL MIRABID ESTABLISHMENT,AL MIRABID ESTABLISHMENT,,YEMEN,YEM,Unknown,6788,1,,
4624,4624,198201006,1,B0155,AL MIRABID ESTABLISHMENT,AL MIRABID ESTABLISHMENT,,YEMEN,YEM,Unknown,6788,1,,
3862,3862,198106028,2,B0156,AL MUHAIRI,AL MUHAIRI,,UNITED ARAB EMIRATES (THE),ARE,F41,6798,0,,
7031,7031,198406031,1,B0157,AL REHAB REAL ESTATE CO SAK,AL REHAB REAL ESTATE CO SAK,,KUWAIT,KWT,L68,1699,0,,
1697,1697,197810002,1,B0158,AL-FUTTAIM GROUP OF COMPANIES,ALFUTTAIM GROUP COMPANIES,,UAE,ARE,C29,8648,0,,
4625,4625,198201007,1,B0159,AL-HABTOOR ENGINEERING ENTERPRISES,ALHABTOOR ENGINEERING ENTERPRISES,,UNITED ARAB EMIRATES,ARE,F41,6408,0,,
2664,2664,198001003,1,B0160,AL-SAYEED ABDALLAH MOHAMED BAROOM,ALSAYEED ABDALLAH MOHAMED BAROOM,,SAUDI ARABIA,SAU,M73,7762,0,,
14381,14381,199001092,1,B0161,ALABAMA RIVER NEWSPRINT,ALABAMA RIVER NEWSPRINT,,USA,USA,C17,7398,0,,
5239,5239,198207001,1,B0162,ALASKA HOUSING FINANCE CORPORATION,ALASKA HOUSING FINANCE CORPORATION,,UNITED STATES,USA,L68,2004,0,,
6553,6553,198311108,1,B0162,ALASKA HOUSING FINANCE CORP,ALASKA HOUSING FINANCE CORP,,UNITED STATES,USA,K64,3474,0,,
10821,10821,198706086,1,B0162,ALASKA HOUSING FINANCE CORP,ALASKA HOUSING FINANCE CORP,AHFC,US,USA,L68,3474,0,,
10822,10822,198706087,1,B0162,ALASKA HOUSING FINANCE CORP,ALASKA HOUSING FINANCE CORP,AHFC,US,USA,L68,3474,0,,
9011,9011,198603038,1,B0164,ALBANY HOME LOANS LTD,ALBANY HOME LOANS LTD,,UNITED KINGDOM,GBR,K64,7980,0,,
9657,9657,198609111,1,B0165,ALBANY MARINE CORP,ALBANY MARINE CORP,,UNITED STATES,USA,K64,3724,0,,
14223,14223,198912067,1,B0166,ALBERT FISHER GOUP PLC,ALBERT FISHER GOUP PLC,,UNITED KINGDOM,GBR,C10,8786,0,,
2030,2030,197903005,1,B0167,ALBERTA ENERGY COMPANY,ALBERTA ENERGY COMPANY,,,Unknown,Unknown,3218,3,,
1007,1007,197705001,1,B0168,ALCALIS DE COLOMBIA-ALCO-LIMITADA,ALCALIS DE COLOMBIAALCOLIMITADA,,COLOMBIA,COL,Unknown,931,1,,
821,821,197611001,1,B0169,ALCAN ALUMINO DO BRASIL SA,ALCAN ALUMINO DO BRASIL SA,,BRAZIL,BRA,G45,444,0,,
2139,2139,197905004,1,B0169,ALCAN BRASIL,ALCAN BRASIL,,BRAZIL,BRA,C24,6915,1,,
3457,3457,198101005,1,B0169,ALCAN ALUMINIO DO BRASIL SA,ALCAN ALUMINIO DO BRASIL SA,ALCAN BRASIL,BRAZIL,BRA,C24,443,1,,
3458,3458,198101006,1,B0169,ALCAN ALUMINIO DO BRASIL SA,ALCAN ALUMINIO DO BRASIL SA,ALCAN BRASIL,BRAZIL,BRA,C24,443,1,,
3459,3459,198101007,1,B0169,ALCAN ALUMINIO DO BRASIL SA,ALCAN ALUMINIO DO BRASIL SA,ALCAN BRASIL,BRAZIL,BRA,C24,443,1,,
4880,4880,198203005,1,B0169,ALCAN ALUMINIO DO BRASIL SA,ALCAN ALUMINIO DO BRASIL SA,ALCANBRASIL,BRAZIL,BRA,C24,443,1,,
5176,5176,198206003,1,B0169,ALUMINIUM CO OF CANADA LTD,ALUMINIUM CO CANADA LTD,,CANADA,CAN,C24,1860,0,,
9763,9763,198611015,1,B0169,ALUMINUM COMPANY OF CANADA,ALUMINUM COMPANY CANADA,,CANADA,CAN,C24,3192,0,,
11065,11065,198709008,1,B0169,ALCAN AUSTRALIA LTD,ALCAN AUSTRALIA LTD,,AUSTRALIA,AUS,B07,2310,0,,
4330,4330,198110039,4,B0170,ALCIENIS MARITIME,ALCIENIS MARITIME,,GREECE,GRC,Unknown,7169,1,,
270,270,197401267,1,B0171,ALCOA OF AUSTRALIA (WA) LIMITED,ALCOA AUSTRALIA WA LIMITED,,AUSTRALIA,AUS,B07,2322,0,,
444,444,197508001,1,B0171,ALCOA,ALCOA,,UNITED STATES OF AMERICA (THE),USA,B07,6908,0,,
2921,2921,198004001,1,B0171,ALCOA OF GREAT BRITAIN LTD,ALCOA GREAT BRITAIN LTD,,UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND (THE),GBR,C24,2870,1,,
3541,3541,198102002,1,B0171,ALCOA ALUMINIO,ALCOA ALUMINIO,ALCOMINAS,BRAZIL,BRA,C32,6909,0,,
5868,5868,198302001,1,B0171,ALCOA,ALCOA,,AUSTRALIA,AUS,C24,6908,0,,
7691,7691,198411119,1,B0171,NORTON-ALCOA PROPPANTS,NORTONALCOA PROPPANTS,,UNITED STATES,USA,C23,7689,0,,
8058,8058,198506003,1,B0171,ALCOA OF AUSTRALIA,ALCOA AUSTRALIA,,AUSTRALIA,AUS,C24,2321,0,,
8756,8756,198601001,1,B0171,ALCOA OF AUSTRALIA,ALCOA AUSTRALIA,,AUSTRALIA,AUS,C24,2321,0,,
10940,10940,198708003,1,B0171,ALCOA OF AUSTRALIA,ALCOA AUSTRALIA,,AUSTRALIA,AUS,B07,2321,0,,
11761,11761,198801099,1,B0171,ALUMINIUM COMPANY OF AMERICA,ALUMINIUM COMPANY AMERICA,,UNITED STATES,USA,C24,3222,0,,
