,PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,IMPUTED
258,197401255,1,B1916,ELECTRICITE DE FRANCE,,FRANCE,FRA,D35,,,0
259,197401256,1,B2317,FUERZAS ELECTRICAS DEL NOROESTE SA,,SPAIN,ESP,D35,,,0
260,197401257,1,B3127,JACQUES BOREL INTERNATIONAL,,FRANCE,FRA,,,,1
261,197401258,1,B3485,"LJUBLJANSKA BANKA, YUGOSLAVIA",,YUGOSLAVIA,YUG,K64,,,0
262,197401259,1,B3692,METALURSKI KOMBINAT SMEDEREVO,,YUGOSLAVIA,YUG,C23,,,1
263,197401260,1,B3734,"MIGROS-GENOSSENSCHAFTS-BUND, ZIRICH",,SWITZERLAND,CHE,G47,,,0
264,197401261,1,B3946,NESTE OY,,FINLAND,FIN,C19,,,0
265,197401262,1,B4894,SCAPANEUS SA,,GREECE,GRC,H50,,,1
266,197401263,1,B2457,"STATE OF RIO DE JANEIRO,BRAZIL",,BRAZIL,BRA,O84,,,0
267,197401264,1,B1448,"TOTAL, COMPAGNIE FRANGAISE DES PETROLES",,FRANCE,FRA,C19,,,0
268,197401265,1,B5608,TRANSOCEAN NOS. 2 AND 4 PETROLEUM CARRIERS INC,,HONG KONG,HKG,B06,,,0
269,197401266,1,B0057,"ACOS ANHANGUERA SA, BRAZIL",,BRAZIL,BRA,C24,,,1
270,197401267,1,B0171,ALCOA OF AUSTRALIA (WA) LIMITED,,AUSTRALIA,AUS,B07,,,0
271,197401268,1,B0292,ANGELICOUSSIS SHIPHOLDING GROUP LIMITED,,GREECE,GRC,H50,,,0
272,197401269,1,B0293,ANGFARTYGSAKTIEBOLAGET TIRFING,,SWEDEN,SWE,H50,,,1
273,197401269,2,B3565,MALMROS REDERI AB,,SWEDEN,SWE,,,,1
274,197401269,3,B0490,A. JOHNSON & CO HAB,,SWEDEN,SWE,C32,,,1
275,197401269,4,B0206,ALMEDAHLS AB,,SWEDEN,SWE,C13,,,1
276,197401270,1,B0468,AUTOPISTAS CONCESIONARIA ESPANOLA SA,,FRANCE,FRA,F42,,,1
277,197401271,1,B0468,AUTOPISTAS CONCESIONARIA ESPANOLA SA,,FRANCE,FRA,F42,,,1
278,197401272,1,B0542,BANCO CENTRAL DE LA REPUBLICA DOMINICANA,,DOMINICAN REPUBLIC,DOM,K64,,,0
279,197401273,1,B1162,"CENTRAIS ELECTRICAS DE GOIAS, BRAZIL",,BRAZIL,BRA,D35,,,0
280,197401274,1,B1456,COMPAGNIE NATIONALE DU RHONE,,FRANCE,FRA,E36,,,0
281,197401275,1,B2673,"HANKOOK MACHINE INDUSTRIAL CO LTD, SOUTH KOREA",,KOREA,KOR,C28,,,0
282,197401276,1,B2487,THE REPUBLIC OF THE IVORY COAST,,IVORY COAST,CIV,O84,,,0
283,197401277,1,B3690,METALURSKI KOMBINAT ZELJEZARA SISAK,,CROATIA,HRV,C24,,,1
284,197401278,1,B3772,"MITSUBISHI INTERNATIONAL CORPORATION, NEW YORK",,JAPAN,JPN,K64,,,0
285,197401279,1,B2501,NEW ZEALAND,,NEW ZEALAND,NZL,O84,,,0
286,197401280,1,B4115,"OCCIDENTAL OF BRITAIN, INC",,UNITED KINGDOM,GBR,C20,,,1
287,197401281,1,B4198,OUTOKUMPU OY,,FINLAND,FIN,C32,,,0
288,197401282,1,B4435,POLIBRASIL SA,,BRAZIL,BRA,C20,,,0
289,197401283,1,B2555,REPUBLIC OF PORTUGAL,,PORTUGAL,PRT,O84,,,0
290,197401284,1,B4497,"PROMET OFFSHORE GROUP, HONG KONG",,HONG KONG,HKG,H50,,,0
291,197401285,1,B4896,SCHNEIDER SA,,SOUTH AFRICA,ZAF,C28,,,0
292,197401286,1,B2465,THE DEMOCRATIC REPUBLIC OF THE SUDAN,,SUDAN,SDN,O84,,,0
293,197401287,1,B5381,"SUPERFOS A/S,DENMARK",,DENMARK,DNK,C20,,,0
294,197401288,1,B5541,THOMSON PIPER PETROLEUM LIMITED,,UNITED STATES,USA,C19,,,0
295,197401289,1,B6072,"ZELJEZNICKO TRANSPORTNO PODUZECE, YUGOSLAVIA",,YUGOSLAVIA,YUG,H49,,,1
296,197401290,1,B0638,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,,MEXICO,MEX,K64,,,0
297,197401291,1,B0638,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,,MEXICO,MEX,K64,,,0
298,197401292,1,B1080,"CAPUAVA CARBONOS INDUSTRIAIS LTDA, BRAZIL",,BRAZIL,BRA,C11,,,1
299,197401293,1,B1751,DEPARTAMENTO NACIONAL DE ESTRADAS DE FERRO,,BRAZIL,BRA,O84,,,0
300,197401294,1,B2543,HH THE RULER OF DUBAI,,UNITED ARAB EMIRATES,ARE,O84,,,1
301,197401295,1,B3189,"ELSAM, DENMARK",,DENMARK,DNK,D35,,,0
302,197401296,1,B1989,EMPRESA NACIONAL DE LUZ Y FUERZA,,NICARAGUA,NIC,D35,,,1
303,197401297,1,B2363,GEMINI MARITIME CORPORATION,,,,H50,,,2
304,197401298,1,B2783,HONG KONG AIR CARGO TERMINALS LTD,,HONG KONG,HKG,H51,,,0
305,197401299,1,B3278,KONINKLIJKE SCHOLTEN-HONIG NV,,NETHERLANDS,NLD,C17,,,0
306,197401299,2,B3278,ROYAL SCHOLTEN-HONIG (HOLDINGS) LTD,,NETHERLANDS,NLD,C17,,,0
307,197401300,1,B3607,MASSEY-FERGUSON,,CANADA,CAN,C28,,,0
308,197401301,1,B3857,NAMHAE CHEMICAL CORPORATION,,KOREA,KOR,C20,,,0
309,197401302,1,B4035,NORPIPE A/S,,NORWAY,NOR,B06,,,0
310,197401303,1,B4360,PETROLEO BRASILEIRO SA,,BRAZIL,BRA,B06,,,0
311,197401304,1,B4761,"RUDARSKO ELEKTRO ENERGETSKI KOMBINAT VELENJE TOZD SOSTANJ, YUGOSLAVIA",,YUGOSLAVIA,YUG,,,,1
312,197401305,1,B4934,SEDIRAN DRILLING COMPANY,,UNITED STATES,USA,B06,,,0
313,197401306,1,B5098,SOCIEDADE FINANCEIRA PORTUGUESA,,PORTUGAL,PRT,K64,,,0
314,197401307,1,B5362,"SUMSKO POLJOPRIVEDNO INDUSTRIJSKI KOMBINAT IVANJICA, YUGOSLAVIA",,YUGOSLAVIA,YUG,C13,,,1
315,197401308,1,B5570,"TONG YANG NYLON COMPANY LTD, KOREA",,KOREA,KOR,C28,,,0
316,197401309,1,B5726,UNION STEAM SHIP COMPANY OF NEW ZEALAND,,NEW ZEALAND,NZL,H50,,,0
317,197501001,1,B0039,ABU DHABI TELEGRAPH AND TELEPHONE COMPANY LIMITED,,UNITED ARAB EMIRATES,ARE,J61,,,0
318,197501002,1,B0213,ALTOS HORNOS DE MEXICO SA,,MEXICO,MEX,B07,,,0
319,197501003,1,B0543,BANCO CENTRAL DE RESERVA DE EL SALVADOR,,EL SALVADOR,SLV,K64,,,0
320,197501004,1,B0683,BANK HANDLOWY W WARSZAWIE SA,,POLAND,POL,K64,,,0
321,197501005,1,B2457,THE FEDERATIVE REPUBLIC OF BRAZIL,,BRAZIL,BRA,O84,,,0
322,197501006,1,B1289,CTDC (HONG KONG) LIMITED,,HONG KONG,HKG,,,,1
323,197501007,1,B1752,DEPARTAMENTO NACIONAL DE ESTRADAS DE RODAGEM,,BRAZIL,BRA,H49,,,0
324,197501008,1,B1924,ELECTRICITY SUPPLY BOARD,,IRELAND,IRL,D35,,,0
325,197501009,1,B1937,ELEKTROPRIVREDA ZAGREB,,YUGOSLAVIA,YUG,D35,,,1
326,197501009,2,B4884,SAVSKE ELEKTRARNE LJUBLJANA,,YUGOSLAVIA,YUG,,,,1
327,197501010,1,B2476,THE GOVERNMENT OF GUYANA,,GUYANA,GUY,O84,,,0
328,197501011,1,B3847,NABISCO INC,,UNITED STATES,USA,C10,,,0
329,197501012,1,B3850,NACIONAL FINANCIERA SA,,MEXICO,MEX,K64,,,0
330,197501013,1,B4921,SEASPEED FERRIES GROUP,,IRELAND,IRL,H50,,,1
331,197501014,1,B4951,SERVICIOS ELECTRICOS DEL GRAN BUENOS AIRES,,ARGENTINA,ARG,D35,,,0
332,197501015,1,B5632,TRINITY MARITIME CORPORATION,,UNITED STATES,USA,C30,,,0
333,197501016,1,B5532,"THE WICKES CORPORATION, CALIFORNIA",,UNITED STATES,USA,J61,,,0
334,197502001,1,B0543,BANCO CENTRAL DE RESERVA DE EL SALVADOR,,EL SALVADOR,SLV,K64,,,0
335,197502002,1,B1415,COMISION FEDERAL DE ELECTRICIDAD,,MEXICO,MEX,D35,,,0
336,197502003,1,B1491,COMPANHIA TELEFONICA BRASILEIRA,,BRAZIL,BRA,J61,,,0
337,197502004,1,B1500,COMPANIA ITALO-ARGENTINA DE ELECTRICIDAD SA,,ARGENTINA,ARG,D35,,,0
338,197502005,1,B2466,THE COPENHAGEN COUNTY AUTHORITY,,DENMARK,DNK,O84,,,0
339,197502006,1,B1934,ELEKTRICITETSSELKABET ISEFJORDVAERKT INTERESSENTSKAB,,DENMARK,DNK,D35,,,1
340,197502007,1,B3024,INTERNATIONAL HARVESTER COMPANY,,UNITED STATES,USA,C28,,,0
341,197502008,1,B3279,KOOPERATIVA FORBUNDET,,SWEDEN,SWE,G47,,,0
342,197502009,1,B2496,MEXICO,,MEXICO,MEX,O84,,,0
343,197502010,1,B3911,NATIONAL POWER CORPORATION,,PHILIPPINES,PHL,D35,,,0
344,197502011,1,B4360,PETROBRAS,,BRAZIL,BRA,B08,,,0
345,197502012,1,B5437,TARMAC,,UNITED KINGDOM,GBR,F43,,,0
346,197502013,1,B5651,TUSCON GAS AND ELECTRIC COMPANY,,UNITED STATES,USA,D35,,,0
347,197503001,1,B0679,BANK FOR FOREIGN TRADE OF THE USSR,,USSR,SUN,K64,,,0
348,197503002,1,B1480,COMPANHIA GERAL DE CAL E CIMENTO,,PORTUGAL,PRT,F41,,,0
349,197503003,1,B1492,"COMPANHIA VALE DO RIO DOCE, BRAZIL",,BRAZIL,BRA,B07,,,0
350,197503004,1,B1765,DEUTSCHE AUSSENHANDELSBANK AKTIENGESELLSCHAFT,,GERMANY,DEU,K64,,,0
351,197503005,1,B2402,GIBRALTAR SHIPPING INC,,UNITED STATES,USA,C30,,,0
352,197503006,1,B2562,GRAND BASSA TANKERS INC,,UNITED STATES,USA,H50,,,0
353,197503007,1,B2673,"HANKOOK MACHINE INDUSTRIAL CO LTD, SOUTH KOREA",,KOREA (THE DEMOCRATIC PEOPLE'S REPUBLIC OF),PRK,C28,,,0
354,197503008,1,B2919,"INDUSTRIA TEXTIL SERIDO SA, BRAZIL",,BRAZIL,BRA,C15,,,0
355,197503009,1,B2975,INSTITUTO COSTARRICENSE DE ELECTRICIDAD,,COSTA RICA,CRI,D35,,,0
356,197503010,1,B3750,MINERACAO RIO DO NORTE SA,,BRAZIL,BRA,B07,,,0
357,197503011,1,B4040,NORSK HYDRO AS,,NORWAY,NOR,D35,,,0
358,197503012,1,B4236,PAKHOED FINANCE NV,,ARUBA,ABW,K64,,,0
359,197503013,1,B4628,"RAUMA-REPOLA OY, FINLAND",,FINLAND,FIN,C32,,,0
360,197503014,1,B1300,SALVESEN OFFSHORE HOLDINGS LTD,,UNITED STATES,USA,M74,,,0
361,197503015,1,B5233,SOUTHERN PERU COPPER CORPORATION,,PERU,PER,B07,,,0
362,197504001,1,B0471,AUTOPISTA VASCO-ARAGONESA CONCESIONARIA ESPANOLA SA,,SPAIN,ESP,D35,,,0
363,197504002,1,B1148,CEMENT-ROADSTONE HOLDINGS LTD,,IRELAND,IRL,F41,,,0
364,197504003,1,B1288,CHINA STEEL CORPORATION,,TAIWAN,TWN,C28,,,0
365,197504004,1,B0629,BANCO NACIONAL DE COSTA RICA,,COSTA RICA,CRI,K64,,,0
366,197504005,1,B1172,CENTRAL BANK OF EGYPT,,EGYPT,EGY,K64,,,0
367,197504006,1,B1976,EMPRESA LINEAS MARITIMAS ARGENTINAS SA,,ARGENTINA,ARG,H50,,,0
368,197504007,1,B1994,EMPRESA NACIONAL DEL URANIO SA,,SPAIN,ESP,B07,,,0
369,197504008,1,B1994,EMPRESA NACIONAL DEL URANIO SA,,SPAIN,ESP,B07,,,0
370,197504009,1,B3870,NATIONAL BANK OF HUNGARY,,HUNGARY,HUN,K64,,,0
371,197504010,1,B3004,INTERCONTINENTAL QUIMICA SA,,SPAIN,ESP,C22,,,0
372,197504011,1,B3223,KEMIJOKI OY,,ALAND ISLANDS,ALA,D35,,,0
373,197504012,1,B3289,KOREA ELECTRIC COMPANY,,KOREA,KOR,D35,,,0
374,197504013,1,B3720,MIDDLE-EAST AIRLINES,,LEBANON,LBN,H51,,,0
375,197504014,1,B2506,THE SULTANATE OF OMAN,,OMAN,OMN,O84,,,0
376,197504015,1,B3708,OY METSA-BOTNIA AB,,ALAND ISLANDS,ALA,C17,,,0
377,197504016,1,B4342,"PERTAMINA, INDONESIA",,INDONESIA,IDN,B06,,,0
378,197504017,1,B5009,CVG SIDERURGICA DEL ORINOCO CA,,VENEZUELA,VEN,B07,,,0
379,197504018,1,B5600,TRANS MEDITERRANEAN AIRWAYS SAL,,LEBANON,LBN,H50,,,0
380,197504019,1,B5642,TROPIC SHIPPING ENTERPRISES LTD,,UNITED STATES,USA,M74,,,0
381,197504020,1,B5707,"UNION AGROINDUSTRIAL DE CANEROS SA, BOLIVIA",,ARGENTINA,ARG,A03,,,0
382,197505001,1,B0061,ADELA INTERNATIONAL FINANCING COMPANY SA,,LUXEMBOURG,LUX,U99,,,0
383,197505002,1,B0127,AIR FRANCE,,FRANCE,FRA,H51,,,0
384,197505003,1,B0469,"AUTOPISTAS DE CATALUNA Y ARAGON, CONCESIONARIA ESPANOLA SA",,SPAIN,ESP,H49,,,0
385,197505004,1,B0471,"AUTOPISTA VASCO-ARAGONESA, CONCESIONARIA ESPANOLA, SA",,SPAIN,ESP,H49,,,1
386,197505005,1,B0683,BANK HANDLOWY W WARSAWIE SA,,POLAND,POL,K64,,,0
387,197505006,1,B2457,REPUBLICA FEDERATIVA DO BRASIL,,BRAZIL,BRA,O84,,,0
388,197505007,1,B1018,CADBURY SCHWEPPES LIMITED,,UNITED KINGDOM,GBR,M70,,,0
389,197505008,1,B0540,BANCO CENTRAL DE COSTA RICA,,COSTA RICA,CRI,K64,,,0
390,197505009,1,B2141,K/S A/S FARMAND DRILLING,,NORWAY,NOR,B06,,,0
391,197505010,1,B2251,"FIVE STAR NAVIGATION CO, LIMITED",,JAPAN,JPN,H50,,,0
392,197505011,1,B3268,KOCKUMS MEKANISKA VERKSTADS AB,,SWEDEN,SWE,H50,,,1
393,197505012,1,B0705,BANK OF KOREA,,KOREA,KOR,K64,,,0
394,197505013,1,B2457,"STATE OF MINAS GERAIS, BRAZIL",,BRAZIL,BRA,O84,,,0
395,197505014,1,B3560,MALAYSIAN INTERNATIONAL SHIPPING CORPORATION BHD,,MALAYSIA,MYS,H50,,,0
396,197505015,1,B3968,NZ FOREST PRODUCTS LIMITED,,NEW ZEALAND,NZL,A02,,,0
397,197505016,1,B0568,"BANCO DE LA NACION, PERU",,PERU,PER,K64,,,0
398,197505017,1,B2511,THE REPUBLIC OF PERU,,PERU,PER,O84,,,0
399,197505018,1,B4422,PLANTERS PRODUCTS INC,,PHILIPPINES,PHL,A01,,,0
400,197505019,1,B2820,K/S ROSS RIG A/S & CO AND HOULDER MARINE DRILLING LIMITED,,SINGAPORE,SGP,B08,,,0
401,197505020,1,B0010,AB STATENS SKOGSINDUSTRIER,,SWEDEN,SWE,A02,,,0
402,197505021,1,B2457,"STATE OF SAO PAULO, BRAZIL",,BRAZIL,BRA,O84,,,0
403,197506001,1,B0293,ANGFARTY GSAKTIEBOLAGET TIRFING,,SWEDEN,SWE,C30,,,0
404,197506002,1,B0638,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS SA,,MEXICO,MEX,K64,,,0
405,197506003,1,B0634,BANCO NACIONAL DO DESENVOLVIMENTO ECONOMICO,,BRAZIL,BRA,K64,,,0
406,197506004,1,B0674,"BANK DAGANG NEGARA, INDONESIA",,INDONESIA,IDN,K64,,,0
407,197506005,1,B1166,CENTRAIS ELETRICAS DO SUL DO BRASIL,,BRAZIL,BRA,K64,,,0
408,197506006,1,B1490,COMPANHIA TELEFONICA BORDA DO CAMPO,,BRAZIL,BRA,J61,,,0
409,197506007,1,B1561,CONTINENTAL TELEPHONE CORPORATION,,UNITED STATES,USA,J61,,,0
410,197506008,1,B2310,THE FRIGG GAS FIELD DEVELOPMENT,,UNITED KINGDOM,GBR,B06,,,0
411,197506009,1,B2310,FRIGG GAS FIELD TRANSPORTATION SYSTEM,,UNITED KINGDOM,GBR,B06,,,0
412,197506010,1,B1161,FURNAS CENTRAIS ELETRICAS,,BRAZIL,BRA,D35,,,0
413,197506011,1,B2889,IMATRAN VOIMA OSAKEYHTIO,,FINLAND,FIN,D35,,,0
414,197506012,1,B3016,INTERNATIONAL BANK FOR ECONOMIC CO-OPERATION,,USSR,SUN,U99,,,2
415,197506013,1,B3772,MITSUBISHI INTERNATIONAL SA,,JAPAN,JPN,B06,,,0
416,197506014,1,B4431,"POHANG IRON & STEEL CO LTD, KOREA",,KOREA,KOR,C23,,,0
417,197506015,1,B4431,"POHANG IRON & STEEL CO LTD, KOREA",,KOREA,KOR,C23,,,0
418,197506016,1,B4217,PT INTERNATIONAL NICKEL INDONESIA,,INDONESIA,IDN,C23,,,0
419,197506017,1,B4632,RCA INTERNATIONAL DEVELOPMENT CORPORATION,,UNITED STATES,USA,J61,,,0
420,197506018,1,B4647,REDE FERROVIARIA FEDERAL SA,,BRAZIL,BRA,K65,,,0
421,197506019,1,B2512,REPUBLIC OF THE PHILIPPINES,,PHILIPPINES,PHL,O84,,,0
422,197506020,1,B5469,TELECOMUNICACOES DE SEO PAULO SA,,BRAZIL,BRA,J61,,,0
423,197506021,1,B5790,URBAN DEVELOPMENT CORPORATION,,JAMAICA,JAM,N81,,,0
424,197507001,1,B0216,ALUFINANCE AND TRADE LTD,,,,K64,,,3
425,197507002,1,B0825,BES ENGINEERING CORPORATION,,TAIWAN,TWN,F41,,,0
426,197507003,1,B1314,"CIA CERVEJARIA BRAHMA, BRAZIL",,BRAZIL,BRA,C10,,,0
427,197507004,1,B2464,THE REPUBLIC OF COLOMBIA,,COLOMBIA,COL,O84,,,0
428,197507005,1,B1698,"DALMINE SIDERCA SALYC, ARGENTINA",,ARGENTINA,ARG,C23,,,0
429,197507006,1,B2194,"FINANCIERA NACIONAL, AZUCARERA, SA, MEXICO",,MEXICO,MEX,K64,,,0
430,197507007,1,B2437,GOTAAS-LARSEN SHIPPING CORPORATION,,NORWAY,NOR,H50,,,0
431,197507008,1,B2791,THE HONGKONG LAND CO LTD,,HONG KONG,HKG,F41,,,0
432,197507009,1,B4679,THE REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
433,197507010,1,B3466,LIGHT-SERVICOS DE ELECTRICIDADE SA,,BRAZIL,BRA,D35,,,0
434,197507011,1,B3969,NZI FINANCIAL CORPORATION LTD NZI FINANCE LTD,,NEW ZEALAND,NZL,K64,,,0
435,197507012,1,B4362,PETROLEOS DEL PERU,,PERU,PER,B06,,,0
436,197507013,1,B4362,PETROLEOS DEL PERU,,PERU,PER,B06,,,0
437,197507014,1,B4363,PETROLEOS MEXICANOS,,MEXICO,MEX,B06,,,0
438,197507015,1,B4473,PREFEITURA DO MUNICIPIO DE SO PAULO,,BRAZIL,BRA,O84,,,0
439,197507016,1,B4686,RET-SER ENGINEERING AGENCY,,MALAYSIA,MYS,F41,,,0
440,197507017,1,B4763,"RUDNICI I INDUSTRIJA ZA NICKEL, CELIK I ANTIMON, FENI, KAVADARCI",,YUGOSLAVIA,YUG,B07,,,0
441,197507018,1,B4815,SAMARCO MINERACAO SA,,BRAZIL,BRA,B07,,,0
442,197507019,1,B5461,PT TEIJIN INDONESIA FIBER CORPORATION,,INDONESIA,IDN,C15,,,0
443,197507020,1,B5800,"USIMINAS, BRAZIL",,BRAZIL,BRA,B07,,,0
444,197508001,1,B0171,ALCOA,,UNITED STATES,USA,B07,,,0
445,197508002,1,B0422,ATLAS CONSOLIDATED MINING AND DEVELOPMENT CORPORATION,,PHILIPPINES,PHL,B07,,,0
446,197508002,2,B2512,THE REPUBLIC OF THE PHILIPPINES,,PHILIPPINES,PHL,O84,,,0
447,197508003,1,B0474,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,H49,,,0
448,197508004,1,B0679,BANK FOR FOREIGN TRADE OF THE USSR,,USSR,SUN,K64,,,0
449,197508005,1,B0683,BANK HANDLOWY W WARSZAWIE SA,,POLAND,POL,K64,,,0
450,197508006,1,B1152,CEMENTOS ANAHUAC SA,,MEXICO,MEX,C32,,,0
451,197508007,1,B1414,COMISION EJECUTIVA HIDROELECTRICA DEL RIO LAMPA,,EL SALVADOR,SLV,D35,,,0
452,197508008,1,B1446,COMPAGNIE FRANGAISE DE RAFFINAGE (TOTAL),,FRANCE,FRA,B05,,,0
453,197508009,1,B1821,DOPAR LABORATORIES CO LTD,,IRAN,IRN,M72,,,0
454,197508010,1,B1931,ELECTRONIC FABRIEK FINANCING NV,,UNITED STATES,USA,,,,1
455,197508011,1,B1943,ELKEM-SPIGERVERKET A/S,,NORWAY,NOR,C20,,,0
456,197508012,1,B2172,FERROVIA PAULISTA SA,,BRAZIL,BRA,H49,,,0
457,197508013,1,B2194,"FINANCIERA NACIONAL AZUCARERA SA, MEXICO",,MEXICO,MEX,K64,,,0
458,197508014,1,B2326,"FUNDIDORA MONTERREY SA, MEXICO",,MEXICO,MEX,C23,,,0
459,197508015,1,B2423,GOBTP,,FRANCE,FRA,,,,1
460,197508016,1,B2643,GUYANA BAUXITE CO LTD,,GUYANA,GUY,C20,,,0
461,197508017,1,B4679,THE REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,,,0
462,197508018,1,B2977,"INSTITUTO DE CREDITO OFICIAL, SPAIN",,SPAIN,ESP,K64,,,0
463,197508019,1,B2488,THE GOVERNMENT OF JAMAICA,,JAMAICA,JAM,O84,,,0
464,197508020,1,B2494,THE GOVERNMENT OF MALAYSIA,,MALAYSIA,MYS,O84,,,0
465,197508021,1,B3598,MARUBENI MARITIME CORPORATION,,JAPAN,JPN,G46,,,0
466,197508022,1,B4120,OCEAN TRANSPORT AND TRADING LTD,,SINGAPORE,SGP,H50,,,0
467,197508023,1,B3211,OY KAUKAS AB,,FINLAND,FIN,C16,,,0
468,197508024,1,B4681,THE REPUBLIC OF PANAMA,,PANAMA,PAN,O84,,,0
469,197508025,1,B4296,"PEARL MARINE EQUIPMENT SA, PANAMA",,PANAMA,PAN,C28,,,1
470,197508026,1,B5197,"SONATRACH, ALGERIA",,ALGERIA,DZA,B05,,,0
471,197508027,1,B2496,UNITED MEXICAN STATES,,MEXICO,MEX,O84,,,0
472,197508028,1,B5947,WESTERN INTERNATIONAL DRILLING LTD,,UNITED STATES,USA,M74,,,0
473,197509001,1,B0007,A. AHLSTROM OSAKEYHTIO,,FINLAND,FIN,L68,,,0
474,197509002,1,B4013,AKSJESELSKAPET NORCEM,,NORWAY,NOR,C23,,,0
475,197509003,1,B4679,BANK INDONESIA ON BEHALF OF REPUBLIC OF INDONESIA,,INDONESIA,IDN,K64,,,0
476,197509004,1,B0889,BORREGAARD AS,,NORWAY,NOR,C20,,,0
477,197509005,1,B1136,CELANESE MEXICANA SA,,MEXICO,MEX,C20,,,0
478,197509006,1,B1188,CENTRAL TRUST OF CHINA,,TAIWAN,TWN,K64,,,0
479,197509007,1,B2466,THE COPENHAGEN COUNTY AUTHORITY,,DENMARK,DNK,O84,,,0
480,197509008,1,B1916,ELECTRICITE DE FRANCE,,FRANCE,FRA,D35,,,0
481,197509009,1,B1959,EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUARIA,,BRAZIL,BRA,H51,,,0
482,197509010,1,B2980,INSTITUTO DE FOMENTO NACIONAL,,NICARAGUA,NIC,O84,,,0
483,197509011,1,B2981,INSTITUTO DE RECURSOS HIDRAULICOS Y ELECTRIFICACION,,PANAMA,PAN,D35,,,0
484,197509011,2,B4681,REPUBLIC OF PANAMA,,PANAMA,PAN,O84,,,0
485,197509012,1,B3850,NACIONAL FINANCEIRA SA,,MEXICO,MEX,K64,,,0
486,197509013,1,B3928,NCHANGA CONSOLIDATED COPPER MINES LTD,,ZAMBIA,ZMB,B07,,,0
487,197509014,1,B5665,TURKIYE SINAI KALKINMA BANKASI AS,,TURKEY,TUR,K64,,,0
488,197509015,1,B5726,UNION STEAMSHIP COMPANY OF NEW ZEALAND LTD,,NEW ZEALAND,NZL,H50,,,0
489,197510001,1,B0638,BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS,,MEXICO,MEX,K64,,,0
490,197510002,1,B2457,FEDERATIVE REPUBLIC OF BRAZIL,,BRAZIL,BRA,O84,,,0
491,197510003,1,B1158,CEMENTOS TOLTECA SA,,MEXICO,MEX,F41,,,0
492,197510004,1,B1163,CENTRAIS ELETRICAS DE MINAS GERAIS SA,,BRAZIL,BRA,D35,,,0
493,197510005,1,B1492,COMPANHIA VALE DO RIO DOCE,,BRAZIL,BRA,B07,,,0
494,197510006,1,B1508,COMPANIA TELEFONICA NACIONAL DE ESPANA,,SPAIN,ESP,J61,,,0
495,197510007,1,B1598,CORPORACION FINANCIERA DE DESARROLLO,,PERU,PER,K64,,,0
496,197510008,1,B0632,BANCO NACIONAL DE CUBA,,CUBA,CUB,K64,,,0
497,197510009,1,B1763,DET DANSKE STAALVALSEVAERK A/S,,DENMARK,DNK,C23,,,0
498,197510010,1,B2125,FABRICA ESPANOLA MAGNETOS SA,,SPAIN,ESP,C15,,,0
499,197510011,1,B2316,FUERZAS ELECTRICAS DE CATALUNA SA,,SPAIN,ESP,D35,,,0
500,197510012,1,B2642,GUTHRIE CORPORATION,,UNITED KINGDOM,GBR,Q86,,,0
501,197510013,1,B0683,BANK HANDLOWY W. WARSZAWIE SA,,POLAND,POL,K64,,,0
502,197510014,1,B0683,BANK HANDLOWY W. WARSZAWIE SA,,POLAND,POL,K64,,,0
503,197510015,1,B2737,HIDROELECTRICA DE CATALUNA SA,,SPAIN,ESP,D35,,,0
504,197510016,1,B2791,THE HONG KONG LAND COMPANY LIMITED,,HONG KONG,HKG,L68,,,0
505,197510017,1,B2897,INA NAFTAPLIN,,CROATIA,HRV,B06,,,0
506,197510018,1,B2985,INSTITUTO NACIONAL DE INDUSTRIA,,SPAIN,ESP,C28,,,0
507,197510019,1,B3112,IU OVERSEAS FINANCE NV,,UNITED STATES,USA,E38,,,0
508,197510020,1,B2487,REPUBLIC OF IVORY COAST,,IVORY COAST,CIV,O84,,,0
509,197510021,1,B3276,AS KONGSBERG VAPENFABRIK,,NORWAY,NOR,C30,,,0
510,197510022,1,B3307,KOREA SHIPBUILDING AND ENGINEERING CORPORATION,,KOREA,KOR,C30,,,0
511,197510023,1,B3160,JOHN LYSAGHT (AUSTRALIA) LTD,,AUSTRALIA,AUS,C23,,,0
512,197510023,2,B3160,LYSAGHT AUSTRALIA FINANCE LTD,,AUSTRALIA,AUS,K64,,,0
513,197510024,1,B0717,BANK PARS,,IRAN,IRN,K64,,,0
514,197510025,1,B4387,PHILIPPINE NATIONAL BANK,,PHILIPPINES,PHL,K64,,,0
515,197510026,1,B4647,REDE FERROVIARIA FEDERAL SA,,BRAZIL,BRA,K65,,,0
516,197510027,1,B4647,REDE FERROVIARIA FEDERAL SA,,BRAZIL,BRA,K65,,,0
517,197510028,1,B2273,SOCIEDAD GENERAL DE OBRAS Y CONSTRUCCIONES,,SPAIN,ESP,F41,,,0
